ID,Phone Number رقم الهاتف,Company الشركة,latitutde,longitude
22437624,028.301.1749,Brown,"أبا الخيل, أبو داوود and آل رفيع",63.2653145,-34.484862
98605514,001-220-279-1234x7672,MediumAquaMarine,آل عطفة and Sons,42.6657595,-26.771295
86945394,229-961-2326,DarkCyan,آل العسكري Inc,62.2381805,170.744998
34090251,778-475-6021x46325,MediumPurple,آل حسين LLC,-36.5696155,-103.044255
72004463,(626)738-3455,FireBrick,"بن لادن, شربتلي and آل بن ظافر",29.397009,48.199683
57391458,685.964.5762,HotPink,"الخرافي, العجلان and آل صفوان",-57.693817,-37.945316
93768177,190.890.0287,DarkGray,المشاولة-آل معيض,-81.7866925,-47.355450
14974267,001-893-637-0206,Chocolate,الراشد Inc,14.2217065,-31.779154
12154777,001-145-071-3102x477,Salmon,آل عواض Group,36.4774905,38.455285
41268193,216-055-5225,YellowGreen,العليان-فصيل,-89.1163105,56.613511
90512100,(270)846-5968,LimeGreen,"العقيل, آل الشيخ and آل بن لافي",29.920790,-76.190648
80843610,+1-245-734-5546x98783,Gold,آل علي Inc,11.5159835,-16.794047
42231875,9401885109,DarkGray,الخرافي Ltd,-29.273774,-22.006066
29116874,808-005-7681x741,LightGreen,أبا الخيل and Sons,-7.387515,42.208913
05380138,001-268-106-9445x0807,MediumSpringGreen,"الحكير, الدباغ and حجار",8.713711,92.041138
50013685,(668)584-0342,Lavender,آل بن لافي-أبو داوود,-68.6050085,-144.033465
91031716,(769)359-5973x3598,SteelBlue,"آل محمد بن علي بن جماز, آل حسين and بقشان",-80.268553,-8.558246
73671589,(586)653-3583,DarkSalmon,"بقشان, الحكير and آل علي",27.150699,146.639533
00067843,285.540.8215x68070,MistyRose,أبا الخيل PLC,56.7407195,-94.994247
74315574,001-302-950-8171x91366,DarkGray,آل العسكري-آل علي,-13.063803,179.682250
62902663,(290)472-5313x95012,Lime,آل سلطان-الراشد,57.5488295,74.321353
93414036,+1-601-088-3482,SkyBlue,"بقشان, آل مقطة and أبو داوود",30.9483285,-153.676438
24798310,135.076.1939x208,PaleGreen,مهنا-آل محمد بن علي بن جماز,42.0982295,-60.904255
17864633,313-879-2207x619,BlueViolet,"العقيل, آل مقطة and أبو داوود",-77.3233425,-79.721625
29708055,373.270.0249,Maroon,"آل سعود, المهنا and آل محمد بن علي بن جماز",29.7844675,59.650417
42697923,417.494.1438x80444,Bisque,آل معيض-العقيل,-28.565872,31.778438
84848611,001-012-557-3701x63560,ForestGreen,"المغاولة, الحجار and آل رفيع",-70.6576005,60.730137
94207941,(118)007-2284,Pink,آل قصير-الدباغ,71.192238,-160.614224
08736567,001-399-851-2468,DarkSalmon,آل محمد بن علي بن جماز Inc,67.109912,-126.040547
10178775,+1-344-267-9235x98138,FireBrick,آل قصير-الحجار,3.0525505,18.271061
17385046,001-104-519-7380x342,PaleGoldenRod,أبو داوود LLC,59.985032,151.048995
45680120,381.642.0180x9216,PaleGoldenRod,المغاولة PLC,14.722597,-88.125396
32771459,2449834877,LightSteelBlue,"آل علي, آل العسكري and بن لادن",24.992531,112.129302
84059918,+1-564-375-3339x7923,Chartreuse,"آل سعود, آل سلطان and بقشان",24.8641875,29.433961
83078804,001-000-914-7329x7074,SaddleBrown,آل محمد بن علي بن جماز-الخرافي,-35.8083645,58.539871
37938710,+1-115-109-4353x54128,SlateGray,"آل علي, آل معيض and العليان",72.2750725,-36.290476
62826631,662-735-3823,Bisque,الشايع Inc,-77.6059225,98.222791
23311138,+1-075-629-7240x68198,Tan,مهنا-الجابر,35.449797,91.775263
26168180,(986)090-1811x8105,LightSlateGray,آل رفيع Inc,66.551254,113.944299
16682504,453-222-9590x3552,Orchid,حنبولي-الشايع,-63.2400355,82.958404
14717031,535.999.0093,Purple,"المشاولة, الجفالي and كانو",-87.2541805,-79.109203
48129145,(710)001-5196x729,DarkGray,آل خضير Group,22.020703,-86.803743
34112687,144-633-2822,Turquoise,آل حسين-كانو,53.3537675,-23.152681
85055810,+1-808-239-6115x675,DodgerBlue,بن لادن-الحجار,41.1945875,7.626809
12822706,001-086-329-6927x3663,DarkGoldenRod,العليان-المغاولة,78.728103,2.811773
36563968,181.851.9579,SeaGreen,آل جعفر Inc,18.181235,0.292898
81993536,+1-484-701-4995x1481,Snow,"آل علي, حجار and آل عواض",20.5954945,38.279416
28392460,001-475-816-9935x5016,SlateBlue,"العليان, آل العسكري and كانو",-8.089354,69.227826
12624546,495-537-5096,MediumBlue,آل عطفة-آل سلطان,-68.8066645,91.016329
06556815,001-283-748-2667x587,Green,مهنا Inc,29.975939,-141.543466
69657993,+1-029-073-3297,Orchid,الراشد Inc,35.0917265,-167.324742
50711024,001-655-627-1987x51661,OliveDrab,أبا الخيل Inc,3.011308,-6.754020
48288927,+1-434-619-1622x2953,DarkGray,آل قصير-حجار,-0.017753,122.274168
02696485,001-349-723-0357x307,DarkGray,الجفالي PLC,34.9733005,-86.623369
82592943,844.950.2529,Lavender,آل رفيع Ltd,-22.9802735,15.139528
58146149,+1-400-874-3285,Gold,"آل رفيع, أبو داوود and آل عايض",-53.824427,132.272154
42479840,+1-272-233-7084x530,DarkOrange,آل محمد بن علي بن جماز PLC,89.610063,83.531655
71347875,001-124-990-3441x17716,SteelBlue,أبو داوود-بقشان,49.074774,49.374425
44577568,009-189-9842x281,White,الراشد and Sons,8.893726,-15.981563
86219938,8441933466,Ivory,آل حسين-آل خضير,-61.6272205,56.390451
75689902,+1-900-026-5324x370,PaleGoldenRod,أبو داوود-المغاولة,33.4200185,3.298839
99194710,(836)504-7278,MediumTurquoise,العقيل-آل الشيخ,43.8019695,19.305747
90101793,+1-295-883-5442x23891,OliveDrab,"الحجار, كانو and آل العسكري",84.8700835,-138.166193
02953021,001-188-737-7724,PeachPuff,"العليان, أبو داوود and آل الشيخ",24.629227,57.516260
57961163,583-857-3276,Tomato,"الخرافي, المهيدب and حجار",12.532832,2.691947
02218588,001-212-988-2099x62934,DarkBlue,العليان LLC,84.238187,-179.761816
43267170,561-645-3268x8942,SeaGreen,آل عطفة-بن لادن,-48.1878575,128.465057
69857386,+1-544-776-9876x361,MediumSlateBlue,المغاولة-العقيل,-80.4627455,-49.301933
43850020,395-676-0258,Maroon,الشايع LLC,-51.856294,161.183789
48994996,+1-538-497-9522x37033,LightSeaGreen,الجابر-الحكير,-6.140428,150.150474
34304167,+1-537-724-4298x9463,PaleVioletRed,"آل معيض, آل رفيع and آل سعود",50.1741225,47.497997
21667732,537.073.8111,Tan,آل معيض Group,62.138052,92.359439
77966919,507-599-8802x79139,YellowGreen,آل العسكري Inc,72.070986,84.530725
86747530,+1-798-635-3383x2282,Gainsboro,"أبا الخيل, الجفالي and أبو داوود",-16.616868,-160.714093
34159286,089.628.8806x22599,DodgerBlue,"العجلان, الراشد and آل العسكري",-20.001385,143.018157
71999807,(076)043-5482x06450,Lime,"الدباغ, مهنا and العجلان",-53.489827,-31.529809
11271659,076-506-5522x283,Bisque,"آل سعود, حجار and المشاولة",71.7129395,68.034968
89732700,940.352.8442x227,DodgerBlue,أبا الخيل-الراشد,-4.6633785,-121.187237
45903755,013.585.2336x4160,RoyalBlue,مهنا-آل بن ظافر,52.1682365,28.261159
08393821,(689)992-3816,Tan,آل علي-الحكير,-54.748149,99.250007
99230326,+1-038-117-8097,Magenta,آل عطفة Ltd,-62.869434,-86.870392
74735440,(805)577-5595x1765,MediumSeaGreen,"الجفالي, آل الشيخ and آل محمد بن علي بن جماز",-76.6593735,-162.443443
66925521,(080)071-5415x37963,Sienna,المهنا-المهيدب,-29.2393585,48.277581
20546595,+1-076-476-8422x41152,SlateGray,الجفالي LLC,21.037920,165.303004
01635799,5911306100,LightSteelBlue,"آل رفيع, آل صفوان and آل جعفر",39.029344,-35.233673
59018322,782-007-9224x8397,LawnGreen,"الدباغ, العجلان and آل خضير",43.519923,133.916836
83267789,001-469-454-9796x35451,Coral,أبو داوود Inc,-75.040001,-124.069275
47874862,620-833-2177x7653,Brown,"أبو داوود, آل بن ظافر and مهنا",1.683036,-35.791814
89707074,581.997.8776x538,Linen,"المشاولة, حنبولي and حجار",-45.381236,-175.147226
60255778,(777)099-0505,DarkTurquoise,العليان-آل جعفر,-58.342237,21.797442
05272310,+1-651-087-2427x131,DarkMagenta,حنبولي-آل الشيخ,-78.847643,-46.784417
01404814,698.024.9699x822,MistyRose,آل سعود-الجابر,7.2304105,-57.955640
48654012,279.259.3373,Teal,آل معيض-مهنا,88.8045815,32.794481
01189834,(209)735-0440,Navy,كانو Inc,22.0909445,72.377113
28956853,+1-513-758-8931x505,SteelBlue,"آل بن ظافر, أبا الخيل and فصيل",49.193750,80.771409
55678148,+1-638-590-1744x7796,Moccasin,آل معيض-آل محمد بن علي بن جماز,82.595641,-90.697878
10141281,2475621619,OliveDrab,آل حسين PLC,58.687320,-44.514328
16696396,489.742.5642x64702,Olive,"آل بن لافي, آل معيض and العجلان",-25.1304695,69.880596
93277846,191-827-5890x0295,Chocolate,المغاولة-آل الشيخ,37.228401,69.894223
72059463,001-634-034-0263x76905,Red,آل معيض Group,-72.891678,119.412960
29804573,001-274-325-0565,Brown,آل رفيع Inc,-6.0384245,-46.358339
07993398,(860)134-0042,WhiteSmoke,آل عطفة-آل رفيع,60.7975805,40.405606
02830667,9438396997,OldLace,آل عواض-الحجار,35.577631,-136.607293
71263786,(669)241-8605x4562,DeepSkyBlue,الحكير-آل سعود,-76.646948,176.326770
77106452,417-249-3743x511,Red,"آل سلطان, آل عواض and أبا الخيل",-23.5816935,33.194675
12825929,001-014-488-5882,Chocolate,"آل عايض, الشايع and آل قصير",38.3870475,25.714479
24303828,8115919552,LightCoral,المهيدب LLC,-30.825730,140.355062
03223383,505.408.6619x893,OliveDrab,الدباغ-آل سلطان,28.4012045,80.125710
80540458,096-110-0214x6800,AntiqueWhite,كانو-كانو,-13.4556435,-69.140234
92399396,(580)065-0615,DarkTurquoise,كانو Inc,-22.555423,159.471835
23632929,585-217-7635x97181,LavenderBlush,"الجفالي, آل سلطان and الجابر",-40.189347,85.781048
06054946,001-444-872-1555x57060,DarkRed,آل رفيع PLC,-44.175697,-147.224568
74978366,001-512-212-1309x15665,Pink,آل العسكري-الحكير,72.5167855,-85.674555
07861376,(064)980-5306,PapayaWhip,آل قصير-أبو داوود,-57.918449,-147.061388
53531018,7056076546,MintCream,آل عايض Inc,-44.034423,-93.725518
39856586,107.226.0146x654,DarkBlue,"آل بن لافي, أبو داوود and الحجار",86.8047245,140.519918
65855775,531-581-9923x5942,LimeGreen,آل بن لافي-الشايع,32.904069,-162.357411
20392680,(819)019-6298x640,PaleGreen,"آل معيض, آل صفوان and آل محمد بن علي بن جماز",58.9480545,30.120838
67217106,056-217-6789x446,Blue,"آل عواض, شربتلي and حنبولي",79.7355625,49.877982
68367121,+1-096-499-1073x7487,LightSteelBlue,شربتلي-أبو داوود,-19.9735075,-172.167806
81790371,+1-485-194-3987x7147,Bisque,"الجفالي, آل عطفة and حجار",80.974490,6.067761
67137824,142-581-7134,GreenYellow,آل علي-آل سعود,-21.6938985,114.961160
51870676,2424362184,Bisque,آل عطفة Group,33.6241745,147.476437
25304923,(944)009-9270,MediumSpringGreen,"المشاولة, آل محمد بن علي بن جماز and آل بن لافي",-24.121389,-90.767976
92643826,537.617.2640,Azure,شربتلي Group,-52.447091,94.731536
93809313,0801400384,Silver,"آل بن لافي, أبو داوود and آل عطفة",-77.625368,-101.801178
56448047,(887)327-7856x645,RoyalBlue,"الخرافي, حنبولي and آل علي",-15.4897195,68.983789
77305534,882.253.4787x6267,DimGray,المهيدب LLC,72.0061135,109.527523
18910490,(798)883-8188x7318,LightBlue,العقيل Inc,75.976282,78.194174
06700607,001-049-607-8202,SteelBlue,المغاولة Ltd,-82.7734025,-158.205399
64718583,+1-182-037-6826x4656,Beige,"أبو داوود, آل خضير and الخرافي",9.0544395,-139.940806
59075660,+1-377-974-8451x3619,LightSeaGreen,"المشاولة, العقيل and آل عواض",3.0064375,-65.360313
31217880,+1-681-324-4430,Brown,آل سلطان-آل سعود,-4.9286835,3.001059
39141507,+1-121-528-6320x2995,Tomato,مهنا-المشاولة,4.586252,-142.645288
77877666,177-410-8827x9784,Salmon,آل سلطان PLC,-34.883577,143.213732
09061439,(755)145-9155x27268,Cornsilk,آل سلطان LLC,-23.624540,-40.459632
11556732,+1-028-745-8790x097,LavenderBlush,"آل عطفة, آل قصير and الخرافي",-31.1555375,-61.626683
25905915,+1-348-206-9299x867,Teal,الخرافي-الحكير,-38.901086,-148.100113
79590181,796-898-3408,DodgerBlue,الخرافي-الراشد,-87.717796,102.133817
21240201,642-868-7751,DarkViolet,العليان and Sons,-32.8232185,127.060756
85357846,932.131.9975x54685,MediumSeaGreen,آل جعفر Ltd,1.7334435,51.123815
46723901,021.940.1119x925,DarkGray,شربتلي PLC,-48.029870,153.939015
67903221,+1-054-906-5192x2893,DarkKhaki,"الجفالي, العليان and الحجار",33.299785,-166.921144
03535097,+1-445-121-8761,Red,آل بن لافي LLC,-74.729820,-112.249106
15095817,305.010.2622,PaleGoldenRod,آل بن ظافر LLC,-14.434768,-130.311830
43259472,401.390.5422,DarkOrchid,آل بن لافي-الراشد,55.8612805,47.371911
62631570,4638750825,DarkOrange,مهنا Inc,10.9376445,-112.422378
57700151,001-085-617-6628,LightCyan,الجفالي LLC,17.0435145,17.830985
38183218,185.278.0578x26184,Indigo,"أبا الخيل, المهنا and آل حسين",-75.4802915,-145.114646
40496054,387.643.1144x69449,MediumSeaGreen,فصيل Inc,49.1941485,38.364044
95518732,6204176049,MidnightBlue,آل جعفر Group,-4.5498805,-124.291449
82600068,726-949-3353,Red,الراشد-آل رفيع,69.8153045,-110.645221
89184172,001-404-200-3272x0764,DarkViolet,أبو داوود-الجابر,35.805568,93.620261
65736128,+1-177-632-2991x209,Maroon,الحجار-مهنا,-88.4431235,24.067945
17785167,(588)861-1558x14197,LightGray,"آل سلطان, آل رفيع and العليان",57.6983475,9.379669
63617962,9721889328,DarkGoldenRod,"بقشان, الحجار and آل عطفة",1.354582,-77.139566
86376679,4777454697,Indigo,آل عطفة-مهنا,-49.9014325,-31.320033
21736391,(982)557-3783,DarkRed,"المشاولة, آل بن ظافر and الدباغ",9.147154,-179.505415
99152727,+1-609-690-6317x63100,Gold,فصيل PLC,41.634617,-127.035444
87714111,4674363137,Thistle,العليان and Sons,19.392022,-62.706498
97515944,(030)105-7497x1066,PaleGoldenRod,"آل عايض, الحكير and آل بن لافي",-36.6301965,15.299130
13612924,(801)929-2767x01217,Chocolate,آل بن لافي-آل بن لافي,17.4734015,57.691961
78568372,624-867-9015,Lavender,المغاولة-العجلان,9.368961,-33.253708
21511899,975-205-3608x6963,HotPink,"آل الشيخ, بقشان and حنبولي",9.7384415,-37.288119
25905502,795.440.7654,LightCoral,"آل محمد بن علي بن جماز, الحجار and آل عواض",-6.4986905,44.389385
91898630,+1-499-201-2308x8127,OrangeRed,شربتلي-الشايع,65.867613,-79.882160
20200541,(955)734-5406x6760,MistyRose,الدباغ-آل قصير,52.870203,-21.750753
17418058,764.900.5982x77137,Lime,آل معيض LLC,40.388285,-48.417894
27442838,4157537134,SkyBlue,بقشان-آل علي,25.1139505,90.289293
83717703,001-487-574-8685x7020,FloralWhite,بن لادن-الجابر,-31.525924,-110.455541
55048477,917.454.1905x89911,SeaGreen,شربتلي-العجلان,42.903719,-55.832001
33700137,+1-580-155-3114x774,MidnightBlue,كانو-آل جعفر,-2.392049,-57.238554
93408394,930.359.3233,Aquamarine,أبو داوود Inc,-47.059319,7.778788
75764722,+1-913-765-0076x35901,DarkSalmon,الخرافي Group,-81.1859935,-140.733400
47805187,001-742-800-0186x97776,Chocolate,المهيدب-آل محمد بن علي بن جماز,-79.8587005,-160.037568
13519384,7101172732,Tan,"المغاولة, العجلان and بقشان",52.647070,41.399313
69040061,001-571-946-3172x4082,Moccasin,الجفالي Ltd,-68.2976135,77.674227
93147231,(292)162-7381,MistyRose,الراشد-آل علي,74.356809,94.171299
93389990,458.968.7517x4706,DarkSeaGreen,آل رفيع Inc,15.0656955,8.616067
68859206,+1-714-005-8979x7056,Teal,"آل علي, آل محمد بن علي بن جماز and آل خضير",-18.4410245,49.080899
30527461,539-786-2890x3515,Lime,"آل سلطان, الشايع and آل جعفر",-56.539054,-116.538201
80282952,0467436161,PowderBlue,"آل عايض, فصيل and كانو",-26.705515,126.978406
77523730,506.512.8211,Purple,المهنا-آل بن ظافر,80.115906,38.948432
64204765,+1-739-659-9575x7305,DeepSkyBlue,آل العسكري LLC,-40.9292945,2.876268
19075600,001-688-891-9441x0034,Tomato,"آل عواض, آل خضير and آل سلطان",-15.0749975,37.786106
58895610,001-100-942-4921x397,DarkOrchid,أبو داوود and Sons,-69.914298,4.210000
47056374,919-172-3628x36657,Cornsilk,"آل رفيع, آل العسكري and الخرافي",-44.403886,34.931494
32129373,+1-071-459-0590x05408,DarkKhaki,آل عطفة Group,-17.4476095,110.348785
68532734,001-930-156-2636x55142,DarkGreen,الحجار LLC,-46.781304,-154.230526
52628528,(973)343-7819x7807,SpringGreen,آل جعفر-كانو,-67.494555,65.173341
73242369,419.379.5977,Cyan,الشايع-شربتلي,67.555995,6.061536
49796230,(596)494-9104,GhostWhite,مهنا-آل صفوان,76.5560305,-117.569395
53312372,001-185-980-2142x5647,LimeGreen,آل معيض-آل بن ظافر,-43.018263,47.810836
43369003,+1-863-605-7495,YellowGreen,المهنا Inc,-84.014963,-31.282914
01293821,+1-849-941-3080x269,DarkOrchid,"آل حسين, آل عواض and بقشان",11.9853875,50.136697
69132391,001-389-264-2409x93252,BurlyWood,"آل علي, فصيل and العقيل",-48.4040325,-102.284195
91331250,746-374-3231,PaleGoldenRod,"كانو, الشايع and الحجار",7.193035,131.275270
20737658,779-365-4783,LightGray,"الحكير, آل بن لافي and الحكير",40.763772,100.188772
87275285,(180)608-7043,Olive,"آل الشيخ, آل خضير and آل الشيخ",-57.9840155,95.091251
36277544,001-050-084-6870,Magenta,أبو داوود-آل علي,6.697485,-145.149674
20387822,6594997160,MediumSlateBlue,المهنا-آل الشيخ,30.532331,-179.886216
71419572,859-066-7343,Yellow,"الدباغ, العقيل and أبو داوود",-65.3981855,2.080213
62750387,962.589.6706x46048,CadetBlue,آل قصير-أبو داوود,53.888898,-146.527883
09947269,001-039-250-8328x966,Beige,أبو داوود and Sons,18.141861,36.705571
38757884,(067)424-3868x8979,DarkSalmon,آل الشيخ-آل محمد بن علي بن جماز,72.1274135,-65.428652
87274349,890-109-5303x3791,MediumBlue,"المهنا, آل عطفة and حنبولي",-69.508289,132.930605
65165287,+1-408-020-7153x48008,Gold,"آل رفيع, الدباغ and آل قصير",6.0637995,131.650809
94596397,871.096.2067,DimGray,المهيدب-آل قصير,35.214475,54.852232
64227634,674-227-9620,GoldenRod,آل علي-أبا الخيل,-75.209343,-67.420293
83136115,+1-346-894-4673x882,Silver,آل صفوان and Sons,-30.6669325,111.403607
79320351,071.439.7355,Olive,آل عايض PLC,-59.2082335,16.338658
58261729,(944)647-9949x17500,Linen,آل صفوان Inc,55.0771835,-155.870713
19232829,+1-396-642-6279x044,DodgerBlue,العقيل-المهنا,49.232021,123.798323
51969301,783-762-4076x41925,SandyBrown,المشاولة-الدباغ,-55.965352,-74.645093
75294502,001-809-766-6949,LightGreen,المغاولة PLC,34.4070175,142.424090
77887689,485-566-7542,Fuchsia,"آل قصير, آل الشيخ and الدباغ",-41.026675,-176.931191
63241907,497.136.3834x19484,DarkMagenta,"آل العسكري, الحكير and آل علي",32.4126875,90.405697
27354131,480.277.5565x114,LimeGreen,"أبو داوود, آل رفيع and آل جعفر",31.6424365,105.844281
31776813,689.726.5560x572,LightSeaGreen,آل بن ظافر-أبا الخيل,-48.810543,-60.830100
80579748,(181)032-6077x290,SaddleBrown,"شربتلي, آل مقطة and آل عطفة",46.062080,-74.351862
53507945,738-642-7688x28147,White,"المشاولة, آل علي and العجلان",4.7633195,17.248757
25747157,001-101-593-6876x235,DarkBlue,الحكير-أبو داوود,-32.3010505,-177.019161
43614349,+1-161-333-1283x89110,Coral,"أبا الخيل, المهيدب and آل بن لافي",48.752015,132.268109
53519856,711-070-7586x44088,Tomato,"أبا الخيل, آل الشيخ and آل رفيع",-14.023184,-19.203902
82510435,001-013-136-1720x3107,Beige,أبو داوود-آل بن لافي,-46.985664,163.662973
98629305,(465)029-9232x8589,PaleGreen,العقيل-آل عطفة,-65.506463,-11.766878
03538739,001-280-744-5502x977,DodgerBlue,أبو داوود-آل صفوان,-40.277670,97.514854
21204326,+1-858-265-0249x235,LightSalmon,"آل الشيخ, الحجار and آل خضير",20.1639275,98.919042
18895742,001-290-074-4795,BurlyWood,"آل الشيخ, المهيدب and آل حسين",24.5773205,-144.839391
19754741,+1-883-775-4031x22699,Maroon,الشايع Group,54.212620,129.289291
72308486,(343)558-5171,SlateGray,شربتلي PLC,-46.013220,-92.032600
51802738,253-051-6058x367,SkyBlue,فصيل Inc,-63.297138,133.585732
66143345,001-786-026-9811,Purple,كانو-الراشد,-67.909411,145.062560
72712092,400-518-5373,Azure,فصيل-الخرافي,84.5826665,144.619016
41550908,(585)024-6923x38701,LightSkyBlue,الحكير Inc,7.203542,-128.844626
82158439,615-493-6268,Violet,الخرافي-آل علي,-80.0170885,17.229168
69328398,4036805435,BlanchedAlmond,"المهنا, حنبولي and المهنا",-8.5652595,153.984799
07683121,163.581.8122x00854,DodgerBlue,كانو Inc,-33.4630635,-52.952893
89308318,001-597-468-0440,FireBrick,المهيدب and Sons,-29.4921985,-6.500047
17309486,892.863.0840,Black,أبو داوود Inc,63.126512,-158.976223
61466999,8776949619,DarkGoldenRod,"آل حسين, المغاولة and كانو",-9.569008,-41.038166
34552919,744.343.2511x113,DarkKhaki,المغاولة-آل عواض,-82.3916685,-27.545793
41096512,(998)143-4050,MediumSpringGreen,العجلان Inc,69.312681,-94.059289
48487443,001-218-196-9607x54635,White,آل عايض-أبا الخيل,87.2796765,70.102496
14575044,230-825-0789x76965,LawnGreen,"كانو, الدباغ and العجلان",-40.5772695,39.463983
61275959,+1-891-783-6466x15566,Magenta,آل حسين PLC,-51.5294085,65.163186
71708614,565-190-8908x1766,DarkOrange,"حنبولي, المغاولة and الجفالي",9.9884205,-67.618991
10666470,(282)870-4753x86025,DarkGoldenRod,"بن لادن, آل قصير and الجابر",7.506791,-32.279030
62155311,(108)719-1807x5374,HoneyDew,الشايع Ltd,-69.160501,79.266042
88367033,9853933198,DarkGreen,آل سعود-الخرافي,23.3698465,-40.317687
27322475,(074)324-1546,Navy,"آل عواض, الجابر and آل عواض",63.723121,122.023851
21285479,(710)049-4211,Indigo,"آل رفيع, آل العسكري and آل معيض",45.7919385,-79.396435
56474503,001-680-367-3977x8333,Olive,آل عطفة Ltd,-4.365548,-174.333977
41522455,001-562-743-2190x19868,Coral,"آل سعود, الحكير and حنبولي",37.121539,3.440291
03296608,650.661.2346x37207,Snow,الخرافي-آل بن لافي,75.8830065,-155.610512
04957461,+1-505-003-1425,LawnGreen,"آل العسكري, كانو and الجفالي",52.7500555,-74.520876
66179825,001-444-831-6075x26970,PapayaWhip,"آل معيض, فصيل and الحكير",-54.650449,67.356374
45605642,152.913.2112x9500,Teal,أبو داوود Ltd,-80.1094395,108.427553
15165442,032-087-0520x5732,Indigo,آل سلطان LLC,-51.3001955,-168.892614
49531589,(899)771-5456x92497,DarkGreen,"الشايع, آل الشيخ and آل سعود",-54.3026745,-131.315809
78285163,(885)943-4937x0375,DarkBlue,"آل مقطة, المهيدب and الجابر",19.385182,-171.488548
63311204,001-592-639-6587x67440,Red,آل مقطة-آل قصير,-62.245588,-160.521091
25432992,250.325.1356x094,DeepSkyBlue,"أبو داوود, كانو and الجابر",-65.090039,-109.026043
43213382,001-088-559-2872x171,DarkMagenta,فصيل-الراشد,62.599592,25.358761
32479195,(623)257-2005x67854,PaleVioletRed,"أبو داوود, آل الشيخ and حجار",-84.4834325,-128.100381
98950348,726-891-7410,MediumSpringGreen,المشاولة Inc,49.8653955,-107.864697
80724384,195.945.4611x37989,Indigo,"الجابر, آل عطفة and حجار",15.0774515,99.557790
48840668,456.012.3442x607,ForestGreen,"آل العسكري, العليان and آل صفوان",-10.2315455,-27.228977
83965722,968-051-3462x1836,Indigo,آل بن ظافر-العجلان,-57.981413,-10.015025
14022760,001-072-145-7964x5246,IndianRed,آل علي-الدباغ,-55.228913,-79.760118
34603598,001-955-217-4611x8998,Lime,المشاولة LLC,35.3032565,-22.855479
41087954,181-817-4309,GreenYellow,الجفالي-آل بن لافي,-1.699780,-90.769358
90891380,785-157-1024x891,DarkSlateGray,"فصيل, آل الشيخ and آل مقطة",-66.160893,-24.473107
38225352,482.438.9436x682,SeaShell,آل قصير Ltd,37.573179,-149.865140
84042064,253-407-0028x390,DarkSlateBlue,آل بن ظافر-آل سعود,21.963188,-175.340174
66371298,423-025-5121,DarkSlateGray,مهنا Inc,26.699297,60.270160
85827301,044.554.4343,Aqua,المهيدب Ltd,-84.4229445,-21.219152
19880365,+1-862-901-8541,Olive,"آل عواض, آل مقطة and الحكير",-40.580250,14.744853
83350207,720-893-8151x2207,Sienna,أبا الخيل Inc,14.5659995,144.028646
42833352,(099)648-6191x79164,AntiqueWhite,فصيل PLC,10.2056755,-20.833820
88843339,8866535229,MistyRose,"المشاولة, آل قصير and الدباغ",-64.3764785,49.649055
74460731,001-048-601-0006x3621,PaleTurquoise,آل عايض-المغاولة,-23.724275,-13.536093
17025065,965.254.1763x901,MintCream,"الشايع, حنبولي and المشاولة",-66.262858,100.781798
97573906,(800)524-2419,Purple,"الخرافي, بقشان and آل العسكري",68.698113,98.258749
27104552,171-480-7295x9096,SeaGreen,آل حسين-آل بن ظافر,9.5095305,5.508609
11533863,488-474-8738x489,DodgerBlue,"آل عواض, بقشان and المهنا",2.589723,40.399792
88173115,940-442-6780x98505,OliveDrab,"أبو داوود, العجلان and الدباغ",78.063507,-47.669203
12104703,(568)836-6358x83460,MediumOrchid,"كانو, شربتلي and مهنا",-56.387464,125.052912
16286061,001-772-241-4567x614,Chocolate,"الشايع, بقشان and شربتلي",47.9575515,-62.344860
74038183,402-954-3218x68870,LightSlateGray,أبو داوود-الجفالي,20.2584815,72.328458
18401288,(588)045-6859,Yellow,الخرافي Group,-73.6464425,167.734817
17884167,500-705-7913,Tan,"آل محمد بن علي بن جماز, آل معيض and كانو",-78.0971755,133.477941
54084711,558.776.7093x11817,Snow,المهيدب and Sons,49.1521505,-37.063772
82899363,975.148.6953,DarkSeaGreen,آل بن لافي Ltd,-14.167031,-5.894305
45092268,001-896-345-5258,MidnightBlue,المغاولة-آل عطفة,-55.732865,128.398468
29417421,(372)048-3374,Black,"آل سعود, آل جعفر and آل عواض",-76.0825845,-54.750467
72784501,001-965-464-9607x8304,GhostWhite,آل عايض-آل العسكري,-66.369213,72.311181
29773732,235.515.5404x8609,Gray,العجلان-الشايع,-78.1036185,-127.631419
57583136,1095882496,Teal,بن لادن-آل جعفر,-37.1811345,149.959973
10454831,9800911055,DarkTurquoise,"آل عواض, آل صفوان and الدباغ",-44.833499,102.293249
96265840,+1-587-074-4667,Plum,الجابر PLC,2.205652,-130.929306
09032118,+1-658-086-1844x56164,Gainsboro,المهيدب Ltd,52.2389205,99.453926
34539279,524-680-3900x63965,HoneyDew,الحكير-أبو داوود,-19.005913,-3.026114
02286150,978-679-0471x14289,Turquoise,الشايع Ltd,58.1273735,-134.038895
26545691,+1-193-642-3616x1037,SlateBlue,المهنا Ltd,-66.2389985,-53.103478
03826119,070-219-8903x1728,HotPink,الجابر LLC,-27.790001,-38.997702
06005269,170.204.2200x99177,Black,آل بن لافي-آل صفوان,40.695336,-113.333937
